source_index,pair_index,noise_condition,preprocess_config,original_cues,original_cue_count,retained_cues,retained_cue_count,all_original_cues_retained,any_original_cue_retained
224561,4,clean,minimal,,0,,0,False,False
224561,4,clean,noise_aware,,0,,0,False,False
224561,4,clean,aggressive,,0,,0,False,False
224561,4,casing,none,,0,,0,False,False
224561,4,casing,minimal,,0,,0,False,False
224561,4,casing,noise_aware,,0,,0,False,False
224561,4,casing,aggressive,,0,,0,False,False
224561,4,punctuation,none,,0,,0,False,False
224561,4,punctuation,minimal,,0,,0,False,False
224561,4,punctuation,noise_aware,,0,,0,False,False
224561,4,punctuation,aggressive,,0,,0,False,False
224561,4,whitespace,none,,0,,0,False,False
224561,4,whitespace,minimal,,0,,0,False,False
224561,4,whitespace,noise_aware,,0,,0,False,False
224561,4,whitespace,aggressive,,0,,0,False,False
224561,4,typo,none,,0,,0,False,False
224561,4,typo,minimal,,0,,0,False,False
224561,4,typo,noise_aware,,0,,0,False,False
224561,4,typo,aggressive,,0,,0,False,False
224561,4,word_deletion,none,,0,,0,False,False
224561,4,word_deletion,minimal,,0,,0,False,False
224561,4,word_deletion,noise_aware,,0,,0,False,False
224561,4,word_deletion,aggressive,,0,,0,False,False
224561,4,filler,none,,0,,0,False,False
224561,4,filler,minimal,,0,,0,False,False
224561,4,filler,noise_aware,,0,,0,False,False
224561,4,filler,aggressive,,0,,0,False,False
224561,4,mixed,none,,0,,0,False,False
224561,4,mixed,minimal,,0,,0,False,False
224561,4,mixed,noise_aware,,0,,0,False,False
224561,4,mixed,aggressive,,0,,0,False,False
242108,0,clean,none,you_should,1,you_should,1,True,True
242108,0,clean,minimal,you_should,1,you_should,1,True,True
242108,0,clean,noise_aware,you_should,1,you_should,1,True,True
242108,0,clean,aggressive,you_should,1,,0,False,False
242108,0,casing,none,you_should,1,you_should,1,True,True
242108,0,casing,minimal,you_should,1,you_should,1,True,True
242108,0,casing,noise_aware,you_should,1,you_should,1,True,True
242108,0,casing,aggressive,you_should,1,,0,False,False
242108,0,punctuation,none,you_should,1,you_should,1,True,True
242108,0,punctuation,minimal,you_should,1,you_should,1,True,True
242108,0,punctuation,noise_aware,you_should,1,you_should,1,True,True
242108,0,punctuation,aggressive,you_should,1,,0,False,False
242108,0,whitespace,none,you_should,1,you_should,1,True,True
242108,0,whitespace,minimal,you_should,1,you_should,1,True,True
242108,0,whitespace,noise_aware,you_should,1,you_should,1,True,True
242108,0,whitespace,aggressive,you_should,1,,0,False,False
242108,0,typo,none,you_should,1,you_should,1,True,True
242108,0,typo,minimal,you_should,1,you_should,1,True,True
242108,0,typo,noise_aware,you_should,1,you_should,1,True,True
242108,0,typo,aggressive,you_should,1,,0,False,False
242108,0,word_deletion,none,you_should,1,you_should,1,True,True
242108,0,word_deletion,minimal,you_should,1,you_should,1,True,True
242108,0,word_deletion,noise_aware,you_should,1,you_should,1,True,True
242108,0,word_deletion,aggressive,you_should,1,,0,False,False
242108,0,filler,none,you_should,1,you_should,1,True,True
242108,0,filler,minimal,you_should,1,you_should,1,True,True
242108,0,filler,noise_aware,you_should,1,you_should,1,True,True
242108,0,filler,aggressive,you_should,1,,0,False,False
242108,0,mixed,none,you_should,1,you_should,1,True,True
242108,0,mixed,minimal,you_should,1,you_should,1,True,True
242108,0,mixed,noise_aware,you_should,1,you_should,1,True,True
242108,0,mixed,aggressive,you_should,1,,0,False,False
246621,24,clean,none,you_should,1,you_should,1,True,True
246621,24,clean,minimal,you_should,1,you_should,1,True,True
246621,24,clean,noise_aware,you_should,1,you_should,1,True,True
246621,24,clean,aggressive,you_should,1,,0,False,False
246621,24,casing,none,you_should,1,you_should,1,True,True
246621,24,casing,minimal,you_should,1,you_should,1,True,True
246621,24,casing,noise_aware,you_should,1,you_should,1,True,True
246621,24,casing,aggressive,you_should,1,,0,False,False
246621,24,punctuation,none,you_should,1,you_should,1,True,True
246621,24,punctuation,minimal,you_should,1,you_should,1,True,True
246621,24,punctuation,noise_aware,you_should,1,you_should,1,True,True
246621,24,punctuation,aggressive,you_should,1,,0,False,False
246621,24,whitespace,none,you_should,1,you_should,1,True,True
246621,24,whitespace,minimal,you_should,1,you_should,1,True,True
246621,24,whitespace,noise_aware,you_should,1,you_should,1,True,True
246621,24,whitespace,aggressive,you_should,1,,0,False,False
246621,24,typo,none,you_should,1,you_should,1,True,True
246621,24,typo,minimal,you_should,1,you_should,1,True,True
246621,24,typo,noise_aware,you_should,1,you_should,1,True,True
246621,24,typo,aggressive,you_should,1,,0,False,False
246621,24,word_deletion,none,you_should,1,you_should,1,True,True
246621,24,word_deletion,minimal,you_should,1,you_should,1,True,True
246621,24,word_deletion,noise_aware,you_should,1,you_should,1,True,True
246621,24,word_deletion,aggressive,you_should,1,,0,False,False
246621,24,filler,none,you_should,1,you_should,1,True,True
246621,24,filler,minimal,you_should,1,you_should,1,True,True
246621,24,filler,noise_aware,you_should,1,you_should,1,True,True
246621,24,filler,aggressive,you_should,1,,0,False,False
246621,24,mixed,none,you_should,1,you_should,1,True,True
246621,24,mixed,minimal,you_should,1,you_should,1,True,True
246621,24,mixed,noise_aware,you_should,1,you_should,1,True,True
246621,24,mixed,aggressive,you_should,1,,0,False,False
453673,0,clean,none,you_should,1,you_should,1,True,True
453673,0,clean,minimal,you_should,1,you_should,1,True,True
453673,0,clean,noise_aware,you_should,1,you_should,1,True,True
453673,0,clean,aggressive,you_should,1,,0,False,False
453673,0,casing,none,you_should,1,you_should,1,True,True
453673,0,casing,minimal,you_should,1,you_should,1,True,True
453673,0,casing,noise_aware,you_should,1,you_should,1,True,True
453673,0,casing,aggressive,you_should,1,,0,False,False
453673,0,punctuation,none,you_should,1,you_should,1,True,True
453673,0,punctuation,minimal,you_should,1,you_should,1,True,True
453673,0,punctuation,noise_aware,you_should,1,you_should,1,True,True
453673,0,punctuation,aggressive,you_should,1,,0,False,False
453673,0,whitespace,none,you_should,1,you_should,1,True,True
453673,0,whitespace,minimal,you_should,1,you_should,1,True,True
453673,0,whitespace,noise_aware,you_should,1,you_should,1,True,True
453673,0,whitespace,aggressive,you_should,1,,0,False,False
453673,0,typo,none,you_should,1,you_should,1,True,True
453673,0,typo,minimal,you_should,1,you_should,1,True,True
453673,0,typo,noise_aware,you_should,1,you_should,1,True,True
453673,0,typo,aggressive,you_should,1,,0,False,False
453673,0,word_deletion,none,you_should,1,you_should,1,True,True
453673,0,word_deletion,minimal,you_should,1,you_should,1,True,True
453673,0,word_deletion,noise_aware,you_should,1,you_should,1,True,True
453673,0,word_deletion,aggressive,you_should,1,,0,False,False
453673,0,filler,none,you_should,1,you_should,1,True,True
453673,0,filler,minimal,you_should,1,you_should,1,True,True
453673,0,filler,noise_aware,you_should,1,you_should,1,True,True
453673,0,filler,aggressive,you_should,1,,0,False,False
453673,0,mixed,none,you_should,1,you_should,1,True,True
453673,0,mixed,minimal,you_should,1,you_should,1,True,True
453673,0,mixed,noise_aware,you_should,1,you_should,1,True,True
453673,0,mixed,aggressive,you_should,1,,0,False,False
481569,0,clean,none,you_should,1,you_should,1,True,True
481569,0,clean,minimal,you_should,1,you_should,1,True,True
481569,0,clean,noise_aware,you_should,1,you_should,1,True,True
481569,0,clean,aggressive,you_should,1,,0,False,False
481569,0,casing,none,you_should,1,you_should,1,True,True
481569,0,casing,minimal,you_should,1,you_should,1,True,True
481569,0,casing,noise_aware,you_should,1,you_should,1,True,True
481569,0,casing,aggressive,you_should,1,,0,False,False
481569,0,punctuation,none,you_should,1,you_should,1,True,True
481569,0,punctuation,minimal,you_should,1,you_should,1,True,True
481569,0,punctuation,noise_aware,you_should,1,you_should,1,True,True
481569,0,punctuation,aggressive,you_should,1,,0,False,False
481569,0,whitespace,none,you_should,1,you_should,1,True,True
481569,0,whitespace,minimal,you_should,1,you_should,1,True,True
481569,0,whitespace,noise_aware,you_should,1,you_should,1,True,True
481569,0,whitespace,aggressive,you_should,1,,0,False,False
481569,0,typo,none,you_should,1,you_should,1,True,True
481569,0,typo,minimal,you_should,1,you_should,1,True,True
481569,0,typo,noise_aware,you_should,1,you_should,1,True,True
481569,0,typo,aggressive,you_should,1,,0,False,False
481569,0,word_deletion,none,you_should,1,you_should,1,True,True
481569,0,word_deletion,minimal,you_should,1,you_should,1,True,True
481569,0,word_deletion,noise_aware,you_should,1,you_should,1,True,True
481569,0,word_deletion,aggressive,you_should,1,,0,False,False
481569,0,filler,none,you_should,1,you_should,1,True,True
481569,0,filler,minimal,you_should,1,you_should,1,True,True
481569,0,filler,noise_aware,you_should,1,you_should,1,True,True
481569,0,filler,aggressive,you_should,1,,0,False,False
481569,0,mixed,none,you_should,1,you_should,1,True,True
481569,0,mixed,minimal,you_should,1,you_should,1,True,True
481569,0,mixed,noise_aware,you_should,1,you_should,1,True,True
481569,0,mixed,aggressive,you_should,1,,0,False,False
665360,0,clean,none,you_should|you_need_to,2,you_should|you_need_to,2,True,True
665360,0,clean,minimal,you_should|you_need_to,2,you_should|you_need_to,2,True,True
665360,0,clean,noise_aware,you_should|you_need_to,2,you_should|you_need_to,2,True,True
665360,0,clean,aggressive,you_should|you_need_to,2,,0,False,False
665360,0,casing,none,you_should|you_need_to,2,you_should|you_need_to,2,True,True
665360,0,casing,minimal,you_should|you_need_to,2,you_should|you_need_to,2,True,True
665360,0,casing,noise_aware,you_should|you_need_to,2,you_should|you_need_to,2,True,True
665360,0,casing,aggressive,you_should|you_need_to,2,,0,False,False
665360,0,punctuation,none,you_should|you_need_to,2,you_should|you_need_to,2,True,True
665360,0,punctuation,minimal,you_should|you_need_to,2,you_should|you_need_to,2,True,True
665360,0,punctuation,noise_aware,you_should|you_need_to,2,you_should|you_need_to,2,True,True
665360,0,punctuation,aggressive,you_should|you_need_to,2,,0,False,False
665360,0,whitespace,none,you_should|you_need_to,2,you_should|you_need_to,2,True,True
665360,0,whitespace,minimal,you_should|you_need_to,2,you_should|you_need_to,2,True,True
665360,0,whitespace,noise_aware,you_should|you_need_to,2,you_should|you_need_to,2,True,True
665360,0,whitespace,aggressive,you_should|you_need_to,2,,0,False,False
665360,0,typo,none,you_should|you_need_to,2,you_should|you_need_to,2,True,True
665360,0,typo,minimal,you_should|you_need_to,2,you_should|you_need_to,2,True,True
665360,0,typo,noise_aware,you_should|you_need_to,2,you_should|you_need_to,2,True,True
665360,0,typo,aggressive,you_should|you_need_to,2,,0,False,False
665360,0,word_deletion,none,you_should|you_need_to,2,you_should|you_need_to,2,True,True
665360,0,word_deletion,minimal,you_should|you_need_to,2,you_should|you_need_to,2,True,True
665360,0,word_deletion,noise_aware,you_should|you_need_to,2,you_should|you_need_to,2,True,True
665360,0,word_deletion,aggressive,you_should|you_need_to,2,,0,False,False
665360,0,filler,none,you_should|you_need_to,2,you_should|you_need_to,2,True,True
665360,0,filler,minimal,you_should|you_need_to,2,you_should|you_need_to,2,True,True
665360,0,filler,noise_aware,you_should|you_need_to,2,you_should|you_need_to,2,True,True
665360,0,filler,aggressive,you_should|you_need_to,2,,0,False,False
665360,0,mixed,none,you_should|you_need_to,2,you_should|you_need_to,2,True,True
665360,0,mixed,minimal,you_should|you_need_to,2,you_should|you_need_to,2,True,True
665360,0,mixed,noise_aware,you_should|you_need_to,2,you_should|you_need_to,2,True,True
665360,0,mixed,aggressive,you_should|you_need_to,2,,0,False,False
788930,0,clean,none,you_should,1,you_should,1,True,True
788930,0,clean,minimal,you_should,1,you_should,1,True,True
788930,0,clean,noise_aware,you_should,1,you_should,1,True,True
788930,0,clean,aggressive,you_should,1,,0,False,False
788930,0,casing,none,you_should,1,you_should,1,True,True
788930,0,casing,minimal,you_should,1,you_should,1,True,True
788930,0,casing,noise_aware,you_should,1,you_should,1,True,True
788930,0,casing,aggressive,you_should,1,,0,False,False
788930,0,punctuation,none,you_should,1,you_should,1,True,True
788930,0,punctuation,minimal,you_should,1,you_should,1,True,True
788930,0,punctuation,noise_aware,you_should,1,you_should,1,True,True
788930,0,punctuation,aggressive,you_should,1,,0,False,False
788930,0,whitespace,none,you_should,1,you_should,1,True,True
788930,0,whitespace,minimal,you_should,1,you_should,1,True,True
788930,0,whitespace,noise_aware,you_should,1,you_should,1,True,True
788930,0,whitespace,aggressive,you_should,1,,0,False,False
788930,0,typo,none,you_should,1,you_should,1,True,True
788930,0,typo,minimal,you_should,1,you_should,1,True,True
788930,0,typo,noise_aware,you_should,1,you_should,1,True,True
788930,0,typo,aggressive,you_should,1,,0,False,False
788930,0,word_deletion,none,you_should,1,you_should,1,True,True
788930,0,word_deletion,minimal,you_should,1,you_should,1,True,True
788930,0,word_deletion,noise_aware,you_should,1,you_should,1,True,True
788930,0,word_deletion,aggressive,you_should,1,,0,False,False
788930,0,filler,none,you_should,1,you_should,1,True,True
788930,0,filler,minimal,you_should,1,you_should,1,True,True
788930,0,filler,noise_aware,you_should,1,you_should,1,True,True
788930,0,filler,aggressive,you_should,1,,0,False,False
788930,0,mixed,none,you_should,1,,0,False,False
788930,0,mixed,minimal,you_should,1,,0,False,False
788930,0,mixed,noise_aware,you_should,1,you_should,1,True,True
788930,0,mixed,aggressive,you_should,1,,0,False,False
819967,2,clean,none,you_should,1,you_should,1,True,True
819967,2,clean,minimal,you_should,1,you_should,1,True,True
819967,2,clean,noise_aware,you_should,1,you_should,1,True,True
819967,2,clean,aggressive,you_should,1,,0,False,False
819967,2,casing,none,you_should,1,you_should,1,True,True
819967,2,casing,minimal,you_should,1,you_should,1,True,True
819967,2,casing,noise_aware,you_should,1,you_should,1,True,True
819967,2,casing,aggressive,you_should,1,,0,False,False
819967,2,punctuation,none,you_should,1,you_should,1,True,True
819967,2,punctuation,minimal,you_should,1,you_should,1,True,True
819967,2,punctuation,noise_aware,you_should,1,you_should,1,True,True
819967,2,punctuation,aggressive,you_should,1,,0,False,False
819967,2,whitespace,none,you_should,1,you_should,1,True,True
819967,2,whitespace,minimal,you_should,1,you_should,1,True,True
819967,2,whitespace,noise_aware,you_should,1,you_should,1,True,True
819967,2,whitespace,aggressive,you_should,1,,0,False,False
819967,2,typo,none,you_should,1,you_should,1,True,True
819967,2,typo,minimal,you_should,1,you_should,1,True,True
819967,2,typo,noise_aware,you_should,1,you_should,1,True,True
819967,2,typo,aggressive,you_should,1,,0,False,False
819967,2,word_deletion,none,you_should,1,you_should,1,True,True
819967,2,word_deletion,minimal,you_should,1,you_should,1,True,True
819967,2,word_deletion,noise_aware,you_should,1,you_should,1,True,True
819967,2,word_deletion,aggressive,you_should,1,,0,False,False
819967,2,filler,none,you_should,1,you_should,1,True,True
819967,2,filler,minimal,you_should,1,you_should,1,True,True
819967,2,filler,noise_aware,you_should,1,you_should,1,True,True
819967,2,filler,aggressive,you_should,1,,0,False,False
819967,2,mixed,none,you_should,1,,0,False,False
819967,2,mixed,minimal,you_should,1,,0,False,False
819967,2,mixed,noise_aware,you_should,1,,0,False,False
819967,2,mixed,aggressive,you_should,1,,0,False,False
927678,0,clean,none,you_must,1,you_must,1,True,True
927678,0,clean,minimal,you_must,1,you_must,1,True,True
927678,0,clean,noise_aware,you_must,1,you_must,1,True,True
927678,0,clean,aggressive,you_must,1,,0,False,False
927678,0,casing,none,you_must,1,you_must,1,True,True
927678,0,casing,minimal,you_must,1,you_must,1,True,True
927678,0,casing,noise_aware,you_must,1,you_must,1,True,True
