source_index,pair_index,fold,noise_condition,preprocess_config,target_label,predicted_label,decision_score,target_provenance,baseline_decision_score,score_delta,absolute_score_delta
481569,0,0,casing,aggressive,1,0,-0.97343986580301,positive_audit_confirmed,-0.8142669484152394,-0.15917291738777062,0.15917291738777062
788930,0,0,casing,aggressive,1,0,-1.1329036166356934,positive_audit_confirmed,-0.9931336904676423,-0.13976992616805106,0.13976992616805106
138363,2,0,punctuation,none,1,0,-0.7331938409077404,positive_audit_confirmed,-0.7331938409077404,0.0,0.0
201136,0,0,punctuation,none,1,0,-0.8715108725527422,positive_audit_confirmed,-0.8715108725527422,0.0,0.0
242108,0,0,punctuation,none,1,0,-0.8835609137871491,positive_audit_confirmed,-0.8835609137871491,0.0,0.0
453673,0,0,punctuation,none,1,0,-0.9225436341463731,positive_audit_confirmed,-0.9225436341463731,0.0,0.0
481569,0,0,punctuation,none,1,0,-0.8142669484152394,positive_audit_confirmed,-0.8142669484152394,0.0,0.0
788930,0,0,punctuation,none,1,0,-0.9931336904676423,positive_audit_confirmed,-0.9931336904676423,0.0,0.0
138363,2,0,punctuation,minimal,1,0,-0.7331938409077404,positive_audit_confirmed,-0.7331938409077404,0.0,0.0
201136,0,0,punctuation,minimal,1,0,-0.8715108725527422,positive_audit_confirmed,-0.8715108725527422,0.0,0.0
242108,0,0,punctuation,minimal,1,0,-0.8835609137871491,positive_audit_confirmed,-0.8835609137871491,0.0,0.0
453673,0,0,punctuation,minimal,1,0,-0.9225436341463731,positive_audit_confirmed,-0.9225436341463731,0.0,0.0
481569,0,0,punctuation,minimal,1,0,-0.8142669484152394,positive_audit_confirmed,-0.8142669484152394,0.0,0.0
788930,0,0,punctuation,minimal,1,0,-0.9931336904676423,positive_audit_confirmed,-0.9931336904676423,0.0,0.0
138363,2,0,punctuation,noise_aware,1,0,-0.7331938409077404,positive_audit_confirmed,-0.7331938409077404,0.0,0.0
201136,0,0,punctuation,noise_aware,1,0,-0.8715108725527422,positive_audit_confirmed,-0.8715108725527422,0.0,0.0
242108,0,0,punctuation,noise_aware,1,0,-0.8835609137871491,positive_audit_confirmed,-0.8835609137871491,0.0,0.0
453673,0,0,punctuation,noise_aware,1,0,-0.9225436341463731,positive_audit_confirmed,-0.9225436341463731,0.0,0.0
481569,0,0,punctuation,noise_aware,1,0,-0.8142669484152394,positive_audit_confirmed,-0.8142669484152394,0.0,0.0
788930,0,0,punctuation,noise_aware,1,0,-0.9931336904676423,positive_audit_confirmed,-0.9931336904676423,0.0,0.0
138363,2,0,punctuation,aggressive,1,0,-0.9818950333253045,positive_audit_confirmed,-0.7331938409077404,-0.24870119241756405,0.24870119241756405
201136,0,0,punctuation,aggressive,1,0,-1.0011098836787582,positive_audit_confirmed,-0.8715108725527422,-0.12959901112601602,0.12959901112601602
242108,0,0,punctuation,aggressive,1,0,-1.0129957504918146,positive_audit_confirmed,-0.8835609137871491,-0.1294348367046655,0.1294348367046655
453673,0,0,punctuation,aggressive,1,0,-1.0073091366842442,positive_audit_confirmed,-0.9225436341463731,-0.08476550253787107,0.08476550253787107
481569,0,0,punctuation,aggressive,1,0,-0.97343986580301,positive_audit_confirmed,-0.8142669484152394,-0.15917291738777062,0.15917291738777062
788930,0,0,punctuation,aggressive,1,0,-1.1329036166356934,positive_audit_confirmed,-0.9931336904676423,-0.13976992616805106,0.13976992616805106
138363,2,0,whitespace,none,1,0,-0.815973492612537,positive_audit_confirmed,-0.7331938409077404,-0.08277965170479662,0.08277965170479662
201136,0,0,whitespace,none,1,0,-0.8651516713210792,positive_audit_confirmed,-0.8715108725527422,0.006359201231663003,0.006359201231663003
242108,0,0,whitespace,none,1,0,-0.9019406973382612,positive_audit_confirmed,-0.8835609137871491,-0.01837978355111214,0.01837978355111214
453673,0,0,whitespace,none,1,0,-0.904989342156019,positive_audit_confirmed,-0.9225436341463731,0.017554291990354076,0.017554291990354076
481569,0,0,whitespace,none,1,0,-0.7908475964890465,positive_audit_confirmed,-0.8142669484152394,0.023419351926192933,0.023419351926192933
788930,0,0,whitespace,none,1,0,-0.964050186582207,positive_audit_confirmed,-0.9931336904676423,0.029083503885435347,0.029083503885435347
138363,2,0,whitespace,minimal,1,0,-0.815973492612537,positive_audit_confirmed,-0.7331938409077404,-0.08277965170479662,0.08277965170479662
201136,0,0,whitespace,minimal,1,0,-0.8651516713210792,positive_audit_confirmed,-0.8715108725527422,0.006359201231663003,0.006359201231663003
242108,0,0,whitespace,minimal,1,0,-0.9019406973382612,positive_audit_confirmed,-0.8835609137871491,-0.01837978355111214,0.01837978355111214
453673,0,0,whitespace,minimal,1,0,-0.904989342156019,positive_audit_confirmed,-0.9225436341463731,0.017554291990354076,0.017554291990354076
481569,0,0,whitespace,minimal,1,0,-0.7908475964890465,positive_audit_confirmed,-0.8142669484152394,0.023419351926192933,0.023419351926192933
788930,0,0,whitespace,minimal,1,0,-0.964050186582207,positive_audit_confirmed,-0.9931336904676423,0.029083503885435347,0.029083503885435347
138363,2,0,whitespace,noise_aware,1,0,-0.815973492612537,positive_audit_confirmed,-0.7331938409077404,-0.08277965170479662,0.08277965170479662
201136,0,0,whitespace,noise_aware,1,0,-0.8651516713210792,positive_audit_confirmed,-0.8715108725527422,0.006359201231663003,0.006359201231663003
242108,0,0,whitespace,noise_aware,1,0,-0.9019406973382612,positive_audit_confirmed,-0.8835609137871491,-0.01837978355111214,0.01837978355111214
453673,0,0,whitespace,noise_aware,1,0,-0.904989342156019,positive_audit_confirmed,-0.9225436341463731,0.017554291990354076,0.017554291990354076
481569,0,0,whitespace,noise_aware,1,0,-0.7908475964890465,positive_audit_confirmed,-0.8142669484152394,0.023419351926192933,0.023419351926192933
788930,0,0,whitespace,noise_aware,1,0,-0.964050186582207,positive_audit_confirmed,-0.9931336904676423,0.029083503885435347,0.029083503885435347
138363,2,0,whitespace,aggressive,1,0,-0.9795020145776624,positive_audit_confirmed,-0.7331938409077404,-0.24630817366992197,0.24630817366992197
201136,0,0,whitespace,aggressive,1,0,-1.008316938179413,positive_audit_confirmed,-0.8715108725527422,-0.13680606562667086,0.13680606562667086
242108,0,0,whitespace,aggressive,1,0,-1.0102836167898204,positive_audit_confirmed,-0.8835609137871491,-0.1267227030026713,0.1267227030026713
453673,0,0,whitespace,aggressive,1,0,-1.0233839530014799,positive_audit_confirmed,-0.9225436341463731,-0.1008403188551068,0.1008403188551068
481569,0,0,whitespace,aggressive,1,0,-0.9940153486244855,positive_audit_confirmed,-0.8142669484152394,-0.1797484002092461,0.1797484002092461
788930,0,0,whitespace,aggressive,1,0,-1.1386136836278937,positive_audit_confirmed,-0.9931336904676423,-0.1454799931602514,0.1454799931602514
138363,2,0,typo,none,1,0,-0.7375020622339838,positive_audit_confirmed,-0.7331938409077404,-0.004308221326243422,0.004308221326243422
201136,0,0,typo,none,1,0,-0.8736722261816015,positive_audit_confirmed,-0.8715108725527422,-0.002161353628859275,0.002161353628859275
242108,0,0,typo,none,1,0,-0.8809346536951433,positive_audit_confirmed,-0.8835609137871491,0.0026262600920057277,0.0026262600920057277
453673,0,0,typo,none,1,0,-0.921116076283703,positive_audit_confirmed,-0.9225436341463731,0.0014275578626701257,0.0014275578626701257
481569,0,0,typo,none,1,0,-0.8071597392649404,positive_audit_confirmed,-0.8142669484152394,0.007107209150298943,0.007107209150298943
788930,0,0,typo,none,1,0,-0.9876493282208981,positive_audit_confirmed,-0.9931336904676423,0.005484362246744201,0.005484362246744201
138363,2,0,typo,minimal,1,0,-0.7375020622339838,positive_audit_confirmed,-0.7331938409077404,-0.004308221326243422,0.004308221326243422
201136,0,0,typo,minimal,1,0,-0.8736722261816015,positive_audit_confirmed,-0.8715108725527422,-0.002161353628859275,0.002161353628859275
242108,0,0,typo,minimal,1,0,-0.8809346536951433,positive_audit_confirmed,-0.8835609137871491,0.0026262600920057277,0.0026262600920057277
453673,0,0,typo,minimal,1,0,-0.921116076283703,positive_audit_confirmed,-0.9225436341463731,0.0014275578626701257,0.0014275578626701257
481569,0,0,typo,minimal,1,0,-0.8071597392649404,positive_audit_confirmed,-0.8142669484152394,0.007107209150298943,0.007107209150298943
788930,0,0,typo,minimal,1,0,-0.9876493282208981,positive_audit_confirmed,-0.9931336904676423,0.005484362246744201,0.005484362246744201
138363,2,0,typo,noise_aware,1,0,-0.7375020622339838,positive_audit_confirmed,-0.7331938409077404,-0.004308221326243422,0.004308221326243422
201136,0,0,typo,noise_aware,1,0,-0.8736722261816015,positive_audit_confirmed,-0.8715108725527422,-0.002161353628859275,0.002161353628859275
242108,0,0,typo,noise_aware,1,0,-0.8809346536951433,positive_audit_confirmed,-0.8835609137871491,0.0026262600920057277,0.0026262600920057277
453673,0,0,typo,noise_aware,1,0,-0.921116076283703,positive_audit_confirmed,-0.9225436341463731,0.0014275578626701257,0.0014275578626701257
481569,0,0,typo,noise_aware,1,0,-0.8071597392649404,positive_audit_confirmed,-0.8142669484152394,0.007107209150298943,0.007107209150298943
788930,0,0,typo,noise_aware,1,0,-0.9876493282208981,positive_audit_confirmed,-0.9931336904676423,0.005484362246744201,0.005484362246744201
138363,2,0,typo,aggressive,1,0,-0.981093562543795,positive_audit_confirmed,-0.7331938409077404,-0.24789972163605456,0.24789972163605456
201136,0,0,typo,aggressive,1,0,-1.01206471642697,positive_audit_confirmed,-0.8715108725527422,-0.14055384387422787,0.14055384387422787
242108,0,0,typo,aggressive,1,0,-1.0128127993330505,positive_audit_confirmed,-0.8835609137871491,-0.1292518855459014,0.1292518855459014
453673,0,0,typo,aggressive,1,0,-1.0062887619926475,positive_audit_confirmed,-0.9225436341463731,-0.08374512784627441,0.08374512784627441
481569,0,0,typo,aggressive,1,0,-0.9703852470146044,positive_audit_confirmed,-0.8142669484152394,-0.156118298599365,0.156118298599365
788930,0,0,typo,aggressive,1,0,-1.135288115231068,positive_audit_confirmed,-0.9931336904676423,-0.14215442476342577,0.14215442476342577
138363,2,0,word_deletion,none,1,0,-0.7414894033424022,positive_audit_confirmed,-0.7331938409077404,-0.008295562434661785,0.008295562434661785
201136,0,0,word_deletion,none,1,0,-0.8644869239390464,positive_audit_confirmed,-0.8715108725527422,0.0070239486136958185,0.0070239486136958185
242108,0,0,word_deletion,none,1,0,-0.8781325703226385,positive_audit_confirmed,-0.8835609137871491,0.005428343464510599,0.005428343464510599
453673,0,0,word_deletion,none,1,0,-0.9116787304925374,positive_audit_confirmed,-0.9225436341463731,0.010864903653835634,0.010864903653835634
481569,0,0,word_deletion,none,1,0,-0.811897620482267,positive_audit_confirmed,-0.8142669484152394,0.002369327932972398,0.002369327932972398
788930,0,0,word_deletion,none,1,0,-1.0108911306182078,positive_audit_confirmed,-0.9931336904676423,-0.017757440150565462,0.017757440150565462
138363,2,0,word_deletion,minimal,1,0,-0.7414894033424022,positive_audit_confirmed,-0.7331938409077404,-0.008295562434661785,0.008295562434661785
201136,0,0,word_deletion,minimal,1,0,-0.8644869239390464,positive_audit_confirmed,-0.8715108725527422,0.0070239486136958185,0.0070239486136958185
242108,0,0,word_deletion,minimal,1,0,-0.8781325703226385,positive_audit_confirmed,-0.8835609137871491,0.005428343464510599,0.005428343464510599
453673,0,0,word_deletion,minimal,1,0,-0.9116787304925374,positive_audit_confirmed,-0.9225436341463731,0.010864903653835634,0.010864903653835634
481569,0,0,word_deletion,minimal,1,0,-0.811897620482267,positive_audit_confirmed,-0.8142669484152394,0.002369327932972398,0.002369327932972398
788930,0,0,word_deletion,minimal,1,0,-1.0108911306182078,positive_audit_confirmed,-0.9931336904676423,-0.017757440150565462,0.017757440150565462
138363,2,0,word_deletion,noise_aware,1,0,-0.7414894033424022,positive_audit_confirmed,-0.7331938409077404,-0.008295562434661785,0.008295562434661785
201136,0,0,word_deletion,noise_aware,1,0,-0.8644869239390464,positive_audit_confirmed,-0.8715108725527422,0.0070239486136958185,0.0070239486136958185
242108,0,0,word_deletion,noise_aware,1,0,-0.8781325703226385,positive_audit_confirmed,-0.8835609137871491,0.005428343464510599,0.005428343464510599
453673,0,0,word_deletion,noise_aware,1,0,-0.9116787304925374,positive_audit_confirmed,-0.9225436341463731,0.010864903653835634,0.010864903653835634
481569,0,0,word_deletion,noise_aware,1,0,-0.811897620482267,positive_audit_confirmed,-0.8142669484152394,0.002369327932972398,0.002369327932972398
788930,0,0,word_deletion,noise_aware,1,0,-1.0108911306182078,positive_audit_confirmed,-0.9931336904676423,-0.017757440150565462,0.017757440150565462
138363,2,0,word_deletion,aggressive,1,0,-0.9901639576761715,positive_audit_confirmed,-0.7331938409077404,-0.25697011676843107,0.25697011676843107
201136,0,0,word_deletion,aggressive,1,0,-1.0011098836787582,positive_audit_confirmed,-0.8715108725527422,-0.12959901112601602,0.12959901112601602
242108,0,0,word_deletion,aggressive,1,0,-1.016444724431249,positive_audit_confirmed,-0.8835609137871491,-0.13288381064409982,0.13288381064409982
453673,0,0,word_deletion,aggressive,1,0,-1.00357412677926,positive_audit_confirmed,-0.9225436341463731,-0.08103049263288686,0.08103049263288686
481569,0,0,word_deletion,aggressive,1,0,-0.97343986580301,positive_audit_confirmed,-0.8142669484152394,-0.15917291738777062,0.15917291738777062
788930,0,0,word_deletion,aggressive,1,0,-1.1502471916340071,positive_audit_confirmed,-0.9931336904676423,-0.1571135011663648,0.1571135011663648
138363,2,0,filler,none,1,0,-0.7409598517050855,positive_audit_confirmed,-0.7331938409077404,-0.007766010797345069,0.007766010797345069
201136,0,0,filler,none,1,0,-0.8638640318377294,positive_audit_confirmed,-0.8715108725527422,0.007646840715012759,0.007646840715012759
242108,0,0,filler,none,1,0,-0.8905345610192461,positive_audit_confirmed,-0.8835609137871491,-0.0069736472320970355,0.0069736472320970355
453673,0,0,filler,none,1,0,-0.9159799181609048,positive_audit_confirmed,-0.9225436341463731,0.0065637159854682325,0.0065637159854682325
481569,0,0,filler,none,1,0,-0.817328343604391,positive_audit_confirmed,-0.8142669484152394,-0.0030613951891516056,0.0030613951891516056
788930,0,0,filler,none,1,0,-0.9827530700658719,positive_audit_confirmed,-0.9931336904676423,0.010380620401770457,0.010380620401770457
138363,2,0,filler,minimal,1,0,-0.7409598517050855,positive_audit_confirmed,-0.7331938409077404,-0.007766010797345069,0.007766010797345069
201136,0,0,filler,minimal,1,0,-0.8638640318377294,positive_audit_confirmed,-0.8715108725527422,0.007646840715012759,0.007646840715012759
242108,0,0,filler,minimal,1,0,-0.8905345610192461,positive_audit_confirmed,-0.8835609137871491,-0.0069736472320970355,0.0069736472320970355
453673,0,0,filler,minimal,1,0,-0.9159799181609048,positive_audit_confirmed,-0.9225436341463731,0.0065637159854682325,0.0065637159854682325
481569,0,0,filler,minimal,1,0,-0.817328343604391,positive_audit_confirmed,-0.8142669484152394,-0.0030613951891516056,0.0030613951891516056
788930,0,0,filler,minimal,1,0,-0.9827530700658719,positive_audit_confirmed,-0.9931336904676423,0.010380620401770457,0.010380620401770457
138363,2,0,filler,noise_aware,1,0,-0.7409598517050855,positive_audit_confirmed,-0.7331938409077404,-0.007766010797345069,0.007766010797345069
201136,0,0,filler,noise_aware,1,0,-0.8638640318377294,positive_audit_confirmed,-0.8715108725527422,0.007646840715012759,0.007646840715012759
242108,0,0,filler,noise_aware,1,0,-0.8829463837282301,positive_audit_confirmed,-0.8835609137871491,0.0006145300589189828,0.0006145300589189828
453673,0,0,filler,noise_aware,1,0,-0.9211304661721025,positive_audit_confirmed,-0.9225436341463731,0.0014131679742706016,0.0014131679742706016
481569,0,0,filler,noise_aware,1,0,-0.8142669484152394,positive_audit_confirmed,-0.8142669484152394,0.0,0.0
788930,0,0,filler,noise_aware,1,0,-0.9835184161182224,positive_audit_confirmed,-0.9931336904676423,0.009615274349419889,0.009615274349419889
138363,2,0,filler,aggressive,1,0,-0.9818950333253045,positive_audit_confirmed,-0.7331938409077404,-0.24870119241756405,0.24870119241756405
201136,0,0,filler,aggressive,1,0,-0.9969791969044437,positive_audit_confirmed,-0.8715108725527422,-0.12546832435170152,0.12546832435170152
242108,0,0,filler,aggressive,1,0,-1.0129957504918146,positive_audit_confirmed,-0.8835609137871491,-0.1294348367046655,0.1294348367046655
453673,0,0,filler,aggressive,1,0,-1.0028881958095952,positive_audit_confirmed,-0.9225436341463731,-0.08034456166322212,0.08034456166322212
481569,0,0,filler,aggressive,1,0,-0.97343986580301,positive_audit_confirmed,-0.8142669484152394,-0.15917291738777062,0.15917291738777062
788930,0,0,filler,aggressive,1,0,-1.1329036166356934,positive_audit_confirmed,-0.9931336904676423,-0.13976992616805106,0.13976992616805106
138363,2,0,mixed,none,1,0,-0.7548710117549162,positive_audit_confirmed,-0.7331938409077404,-0.021677170847175797,0.021677170847175797
201136,0,0,mixed,none,1,0,-0.8671054429878309,positive_audit_confirmed,-0.8715108725527422,0.004405429564911301,0.004405429564911301
242108,0,0,mixed,none,1,0,-0.8598983135916343,positive_audit_confirmed,-0.8835609137871491,0.023662600195514805,0.023662600195514805
453673,0,0,mixed,none,1,0,-0.895920888451582,positive_audit_confirmed,-0.9225436341463731,0.02662274569479106,0.02662274569479106
481569,0,0,mixed,none,1,0,-0.7968371625003632,positive_audit_confirmed,-0.8142669484152394,0.017429785914876206,0.017429785914876206
788930,0,0,mixed,none,1,0,-1.0194784347518353,positive_audit_confirmed,-0.9931336904676423,-0.026344744284192978,0.026344744284192978
138363,2,0,mixed,minimal,1,0,-0.7548710117549162,positive_audit_confirmed,-0.7331938409077404,-0.021677170847175797,0.021677170847175797
201136,0,0,mixed,minimal,1,0,-0.8671054429878309,positive_audit_confirmed,-0.8715108725527422,0.004405429564911301,0.004405429564911301
242108,0,0,mixed,minimal,1,0,-0.8598983135916343,positive_audit_confirmed,-0.8835609137871491,0.023662600195514805,0.023662600195514805
453673,0,0,mixed,minimal,1,0,-0.895920888451582,positive_audit_confirmed,-0.9225436341463731,0.02662274569479106,0.02662274569479106
481569,0,0,mixed,minimal,1,0,-0.7968371625003632,positive_audit_confirmed,-0.8142669484152394,0.017429785914876206,0.017429785914876206
788930,0,0,mixed,minimal,1,0,-1.0194784347518353,positive_audit_confirmed,-0.9931336904676423,-0.026344744284192978,0.026344744284192978
138363,2,0,mixed,noise_aware,1,0,-0.7523746280203745,positive_audit_confirmed,-0.7331938409077404,-0.019180787112634046,0.019180787112634046
201136,0,0,mixed,noise_aware,1,0,-0.8540395429458889,positive_audit_confirmed,-0.8715108725527422,0.01747132960685327,0.01747132960685327
242108,0,0,mixed,noise_aware,1,0,-0.8610798654612947,positive_audit_confirmed,-0.8835609137871491,0.022481048325854402,0.022481048325854402
453673,0,0,mixed,noise_aware,1,0,-0.8963183369677343,positive_audit_confirmed,-0.9225436341463731,0.02622529717863875,0.02622529717863875
481569,0,0,mixed,noise_aware,1,0,-0.7966250284406386,positive_audit_confirmed,-0.8142669484152394,0.01764191997460074,0.01764191997460074
788930,0,0,mixed,noise_aware,1,0,-0.9505737163634562,positive_audit_confirmed,-0.9931336904676423,0.042559974104186105,0.042559974104186105
138363,2,0,mixed,aggressive,1,0,-0.987774662065743,positive_audit_confirmed,-0.7331938409077404,-0.2545808211580026,0.2545808211580026
201136,0,0,mixed,aggressive,1,0,-0.9940871136242734,positive_audit_confirmed,-0.8715108725527422,-0.1225762410715312,0.1225762410715312
242108,0,0,mixed,aggressive,1,0,-0.997937382789598,positive_audit_confirmed,-0.8835609137871491,-0.11437646900244891,0.11437646900244891
453673,0,0,mixed,aggressive,1,0,-0.9780699981958721,positive_audit_confirmed,-0.9225436341463731,-0.055526364049499066,0.055526364049499066
481569,0,0,mixed,aggressive,1,0,-0.9654735334275675,positive_audit_confirmed,-0.8142669484152394,-0.1512065850123281,0.1512065850123281
788930,0,0,mixed,aggressive,1,0,-1.12627945684989,positive_audit_confirmed,-0.9931336904676423,-0.13314576638224762,0.13314576638224762
31276,0,1,clean,none,1,0,-0.6456943349326759,positive_audit_confirmed,-0.6456943349326759,0.0,0.0
79032,0,1,clean,none,1,0,-0.715855441027843,positive_audit_confirmed,-0.715855441027843,0.0,0.0
135823,0,1,clean,none,1,0,-0.6375672442504634,positive_audit_confirmed,-0.6375672442504634,0.0,0.0
224561,4,1,clean,none,1,0,-0.902930492755274,negative_audit_missed_positive,-0.902930492755274,0.0,0.0
246621,24,1,clean,none,1,0,-0.6872204579164843,positive_audit_confirmed,-0.6872204579164843,0.0,0.0
31276,0,1,clean,minimal,1,0,-0.6456943349326759,positive_audit_confirmed,-0.6456943349326759,0.0,0.0
79032,0,1,clean,minimal,1,0,-0.715855441027843,positive_audit_confirmed,-0.715855441027843,0.0,0.0
135823,0,1,clean,minimal,1,0,-0.6375672442504634,positive_audit_confirmed,-0.6375672442504634,0.0,0.0
224561,4,1,clean,minimal,1,0,-0.902930492755274,negative_audit_missed_positive,-0.902930492755274,0.0,0.0
246621,24,1,clean,minimal,1,0,-0.6872204579164843,positive_audit_confirmed,-0.6872204579164843,0.0,0.0
31276,0,1,clean,noise_aware,1,0,-0.6456943349326759,positive_audit_confirmed,-0.6456943349326759,0.0,0.0
79032,0,1,clean,noise_aware,1,0,-0.715855441027843,positive_audit_confirmed,-0.715855441027843,0.0,0.0
135823,0,1,clean,noise_aware,1,0,-0.6375672442504634,positive_audit_confirmed,-0.6375672442504634,0.0,0.0
224561,4,1,clean,noise_aware,1,0,-0.902930492755274,negative_audit_missed_positive,-0.902930492755274,0.0,0.0
246621,24,1,clean,noise_aware,1,0,-0.6872204579164843,positive_audit_confirmed,-0.6872204579164843,0.0,0.0
31276,0,1,clean,aggressive,1,0,-0.9056665442475962,positive_audit_confirmed,-0.6456943349326759,-0.25997220931492027,0.25997220931492027
79032,0,1,clean,aggressive,1,0,-0.9907566601119014,positive_audit_confirmed,-0.715855441027843,-0.2749012190840584,0.2749012190840584
135823,0,1,clean,aggressive,1,0,-0.9494623987330697,positive_audit_confirmed,-0.6375672442504634,-0.3118951544826063,0.3118951544826063
224561,4,1,clean,aggressive,1,0,-1.043494099444019,negative_audit_missed_positive,-0.902930492755274,-0.1405636066887449,0.1405636066887449
246621,24,1,clean,aggressive,1,0,-1.0190314255930706,positive_audit_confirmed,-0.6872204579164843,-0.33181096767658624,0.33181096767658624
